Name	target	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	FractionCSP3	HallKierAlpha	HeavyAtomCount	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	MolLogP	MolMR	MolWt	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	RingCount	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9
48414925	0.910094889	3.577350269	2.90824829	2.90824829	1.732050808	1.204124145	1.204124145	0.90824829	0.90824829	0	0	0	0	0	4.794537184	0	5.783244946	0	0	13.8474744	0	0	0	0	0.666666667	-0.33	4	3.245112498	3.67	1.044531835	6.883957759	25.63065736	0.5953	16.355	58.08	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	4.794537184	5.783244946	0	0	0	0	0	0	0	0	0	13.8474744	0	0	0	4.794537184	5.783244946	0	0	0	13.8474744	0	0	0	0	0	0	0	0	5.783244946	4.794537184	0	13.8474744	0	0	0	0	17.07	0	0	0	0	0	0	0	0	0	12.66666667
48415175	0.931814138	4.242640687	3.644923706	3.644923706	3	2.154700538	2.154700538	1.224744871	1.224744871	0.744016936	0.744016936	0.439826406	0.439826406	0	0	0	0	0	26.42752786	0	0	0	0	9.473725908	1	-0.08	6	34.39946188	4.088918919	2.157216947	0.953692476	37.05533668	0.0332	21.638	88.106	0	2	0	1	1	0	0	0	2	0	2	0	0	1	1	9.473725908	0	0	0	0	0	0	0	0	0	0	0	0	26.42752786	1	9.473725908	0	0	0	0	0	26.42752786	0	0	0	0	0	0	0	26.42752786	9.473725908	0	0	0	0	0	0	18.46	0	0	0	0	0	0	0	0	0	13
48415077	1.043351421	6.78445705	5.678884241	5.678884241	3.416502219	2.820957638	2.820957638	2.865579771	2.865579771	0.794946622	0.794946622	0.722934398	0.722934398	11.7050172	0	0	0	6.420821623	0	0	20.7712116	0	0	10.21305479	1	-0.08	8	23.0053905	7.92	2.464484912	5.92	50.1524291	0.5282	32.5956	118.176	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	10.21305479	0	0	0	0	0	0	0	0	0	0	20.7712116	6.420821623	11.7050172	0	10.21305479	0	0	0	0	38.89705042	0	0	0	0	0	0	0	0	21.91807199	0	0	27.19203322	0	0	0	0	40.46	0	0	0	0	0	0	0	0	0	22.08333333
48414942	1.062983893	4.5	3.947213596	3.947213596	2	1.723606798	1.723606798	2.170820393	2.170820393	0	0	0	0	5.601050811	0	0	0	0	0	0	20.7712116	0	0	5.106527395	1	-0.04	5	3.609640474	4.96	0.976756002	9507.96	32.62831112	0.7772	21.9718	74.123	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	0	20.7712116	0	5.601050811	0	5.106527395	0	0	0	0	26.37226241	0	0	0	0	0	0	0	0	10.70757821	0	0	20.7712116	0	0	0	0	20.23	0	0	0	0	0	0	0	0	0	13.25
48415179	1.086186148	7.776020882	6.437816924	6.437816924	4.494800481	3.529568634	3.529568634	3.771893917	3.771893917	1.745781916	1.745781916	1.474927105	1.474927105	0	9.589074368	0	23.40230199	12.84164325	0	0	0	13.8474744	0	0	0.75	-0.66	10	106.4562509	7.447066381	2.185042395	1.657917503	60.61105888	1.3347	37.646	140.182	0	2	1	0	1	0	0	0	2	0	2	0	1	0	1	0	11.56648989	0	0	0	0	9.589074368	0	0	0	13.8474744	5.414990469	12.84164325	6.420821623	1	9.589074368	11.56648989	0	0	5.414990469	33.10993927	0	0	0	0	0	0	0	0	11.56648989	9.589074368	5.414990469	33.10993927	0	0	0	0	34.14	0	0	0	0	0	0	0	0	0	27.08333333
48415184	1.086186148	8.767584714	7.389607834	10.20610442	5.610990332	3.225112877	4.665176205	2.367665415	3.940198686	1.598466368	2.916456423	1.075764572	2.174560668	15.93047088	13.21233417	0	45.49241284	0	0	12.13273414	12.13273414	0	4.722094864	0	0	-0.4	14	658.1911069	13.6	4.413411079	1.988793945	103.1568273	-2.9179	44.9311	223.185	2	5	0	1	1	1	0	1	3	0	7	0	0	0	0	14.99282388	10.02329115	0	0	0	29.55728603	0	8.417796984	0	0	18.19910121	6.066367068	5.563451492	10.8026632	2	48.24581204	15.93047088	0	0	0	4.895483476	0	34.55101463	0	0	29.55728603	0	0	0	19.80116855	10.02329115	0	10.35798868	29.16095175	0	4.722094864	0	96.81	0	-3.679328704	0	0	0	0	0	0	22.15185185	19.44414352
48415042	1.101823517	7.819990956	6.031495069	6.031495069	4.846065215	3.397366596	3.397366596	2.01246118	2.01246118	1.248683298	1.248683298	0.759674265	0.759674265	0	0	0	19.82064589	19.63426922	0	0	4.899909731	0	0	15.31958218	1	-0.16	10	153.5970127	9.84	6.953122172	4.693790872	60.70649653	-1.7347	37.6974	149.19	3	4	0	0	0	0	0	0	4	3	4	6	0	0	0	15.31958218	0	0	0	0	0	4.899909731	0	0	0	0	0	19.63426922	19.82064589	0	15.31958218	0	0	4.899909731	0	0	39.45491511	0	0	0	0	0	0	0	59.67440703	0	0	0	0	0	0	0	63.93	0	0	0	0	0	0	0	0	0	29
48414931	1.12090412	3.414213562	2.861427158	2.861427158	1.914213562	1.523334547	1.523334547	0.723606798	0.723606798	0.223606798	0.223606798	0	0	0	0	0	0	6.606881965	6.420821623	0	0	6.9237372	0	5.106527395	1	-0.04	4	6.854752972	3.96	2.96	1.96	26.26336901	0.3887	17.3768	60.096	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	6.9237372	6.420821623	6.606881965	0	0	5.106527395	0	0	0	0	13.34455882	6.606881965	0	0	0	0	0	0	0	11.71340936	0	0	13.34455882	0	0	0	0	20.23	0	0	0	0	0	0	0	0	0	11
48415117	1.179798541	4.242640687	3.346065215	3.346065215	3	1.732050808	1.732050808	0.965925826	0.965925826	0.5	0.5	0.278838768	0.278838768	0	0	0	0	20.37882692	0	0	0	0	14.21058886	0	1	-0.12	6	34.39946188	4.050068027	2.124851682	0.930812162	35.80393979	-0.0777	17.856	90.078	0	3	0	1	1	0	0	0	3	0	3	0	0	1	1	14.21058886	0	20.37882692	0	0	0	0	0	0	0	0	0	0	0	1	14.21058886	0	0	0	0	0	20.37882692	0	0	0	0	0	0	0	20.37882692	14.21058886	0	0	0	0	0	0	27.69	0	0	0	0	0	0	0	0	0	15
48414899	1.230622674	4.991563832	3.600953631	3.600953631	2.77005561	1.692705341	1.692705341	0.752048296	0.752048296	0.286596466	0.286596466	0.142258898	0.142258898	6.093240071	4.794537184	0	0	6.606881965	0	0	6.9237372	0	10.47053043	0	0.666666667	-0.73	6	14.83446686	5.27	2.504192037	3.27	36.08409328	0.1016	21.2094	89.094	2	3	0	0	0	0	0	0	2	1	3	1	0	0	0	10.47053043	0	0	0	0	6.093240071	0	4.794537184	0	0	0	6.9237372	0	6.606881965	0	9.531400138	6.093240071	0	0	5.733667477	6.9237372	6.606881965	0	0	0	5.733667477	4.794537184	0	0	12.70012204	4.736862954	0	6.9237372	0	0	0	0	52.32	0	0	0	0	0	0	0	0	0	19.66666667
48415188	1.301899454	4.28445705	4.023603362	6.023603362	2.27005561	1.468908462	1.468908462	0.725561859	0.725561859	0.288675135	0.288675135	0	0	5.969305288	9.901064579	0	35.97810766	0	0	6.9237372	0	0	0	0	0.666666667	0.47	6	9.651484454	9.688663824	5.47	8.822111983	58.83829073	-3.8497	15.298	96.061	0	2	0	0	0	0	0	0	2	0	3	1	0	0	0	9.901064579	0	0	0	0	29.55728603	0	0	0	0	6.9237372	6.420821623	5.969305288	0	0	39.45835061	5.969305288	0	0	0	13.34455882	0	0	0	0	34.66381343	0	0	0	5.969305288	4.794537184	0	13.34455882	0	0	0	0	40.13	0	0	0	0	0	0	0	0	0	19.16666667
48414954	1.305394801	4.28445705	3.731670646	3.731670646	2.27005561	1.950904231	1.950904231	1.257269657	1.257269657	0.590822476	0.590822476	0	0	0	0	0	6.103966388	0	6.420821623	0	6.9237372	6.9237372	0	5.106527395	1	-0.04	5	9.651484454	4.96	2.212525253	3.96	32.62831112	0.7772	21.9718	74.123	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	6.9237372	13.34455882	0	6.103966388	0	5.106527395	0	0	0	0	26.37226241	0	0	0	0	0	0	0	0	11.21049378	0	0	20.26829602	0	0	0	0	20.23	0	0	0	0	0	0	0	0	0	12.83333333
48415045	1.308034897	6.527097738	5.637067878	5.637067878	4.431851653	3.472017845	3.472017845	2.315247584	2.315247584	1.625843486	1.625843486	1.076173202	1.076173202	0	0	0	0	6.606881965	32.72378203	0	0	0	10.21669833	5.106527395	1	-0.12	9	145.1665367	6.992612613	3.82110705	2.301564122	55.66206005	-1.1161	36.3955	130.191	2	3	0	1	1	0	0	0	3	2	3	2	0	1	1	10.423316	0	0	0	0	0	4.899909731	0	0	0	0	0	32.72378203	6.606881965	1	5.106527395	0	0	10.21669833	0	0	39.33066399	0	0	0	5.316788604	0	0	0	49.33710112	0	0	0	0	0	0	0	35.5	0	0	0	0	0	0	0	0	0	19.5
48415124	1.348721986	5.535533906	4.222854316	4.222854316	3.414213562	2.339562313	2.339562313	1.197213596	1.197213596	0.577160188	0.577160188	0.283113883	0.283113883	0	0	0	13.21376393	13.08951281	0	0	0	0	5.316788604	10.21305479	1	-0.12	7	35.50960993	6.88	5.88	5.88	42.97240706	-1.4394	27.0413	105.137	3	3	0	0	0	0	0	0	3	3	3	4	0	0	0	15.52984339	0	0	0	0	0	0	0	0	0	0	0	13.08951281	13.21376393	0	10.21305479	0	0	5.316788604	0	0	26.30327674	0	0	0	5.316788604	0	0	0	36.51633153	0	0	0	0	0	0	0	52.49	0	0	0	0	0	0	0	0	0	20.5
48414955	1.349692477	4.28445705	3.615355072	3.615355072	2.27005561	1.764784317	1.764784317	1.055568494	1.055568494	0.497890958	0.497890958	0	0	0	4.794537184	0	5.783244946	6.420821623	0	0	6.9237372	6.9237372	0	0	0.75	-0.33	5	9.651484454	4.67	1.942479564	3.67	31.99559947	0.9854	20.972	72.107	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	4.794537184	5.783244946	0	0	0	0	0	0	0	0	6.9237372	6.9237372	6.420821623	0	0	4.794537184	5.783244946	0	0	0	20.26829602	0	0	0	0	0	0	0	0	5.783244946	4.794537184	0	20.26829602	0	0	0	0	17.07	0	0	0	0	0	0	0	0	0	14.16666667
48414937	1.396855627	2.707106781	1.947213596	1.947213596	1.414213562	0.723606798	0.723606798	0.223606798	0.223606798	0	0	0	0	0	0	0	0	0	0	6.9237372	6.069221313	0	0	5.261891555	0.5	-0.51	3	2.754887502	2.49	1.49	1.49	19.49677282	0.52988	11.287	41.053	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5.261891555	0	0	0	6.9237372	6.069221313	0	0	0	5.261891555	0	0	6.9237372	0	0	0	6.069221313	0	0	0	0	0	0	11.33111287	6.9237372	0	0	0	0	23.79	0	0	0	0	0	0	0	0	0	10.5
48415141	1.407823243	5.207106781	4.024563865	4.024563865	2.560660172	1.762281932	1.762281932	1.703354562	1.703354562	0.353224857	0.353224857	0	0	5.601050811	0	0	0	0	0	0	13.8474744	0	5.920434319	11.52987729	0.6	-0.48	6	12.16479704	5.52	1.317433099	3.52	37.99247863	0.3905	25.1308	84.118	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	5.106527395	5.601050811	0	0	0	0	0	0	0	6.423349896	5.920434319	13.8474744	0	0	0	5.106527395	0	0	0	0	19.44852521	0	0	0	12.34378421	0	0	0	0	10.70757821	0	12.34378421	13.8474744	0	0	0	0	20.23	0	0	0	0	0	0	0	0	0	17.75
48414912	1.462180905	4.121320344	3.822461853	3.822461853	2.414213562	1.991563832	1.991563832	0.781474414	0.781474414	0.40824829	0.40824829	0.204124145	0.204124145	0	0	0	0	0	13.21376393	0	0	13.8474744	0	4.736862954	1	-0.04	5	11.2451125	4.96	3.96	3.96	32.9476226	1.0428	22.167	74.123	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	4.736862954	0	0	0	0	0	0	0	0	0	0	13.8474744	13.21376393	0	0	4.736862954	0	0	0	0	13.8474744	13.21376393	0	0	0	0	0	0	0	13.21376393	4.736862954	0	13.8474744	0	0	0	0	9.23	0	0	0	0	0	0	0	0	0	10.5
48415192	1.469800302	3.414213562	2.438777427	2.438777427	1.914213562	1.224476056	1.224476056	0.512281932	0.512281932	0.129099445	0.129099445	0	0	0	0	0	6.606881965	6.544756406	0	0	0	0	0	10.84019487	1	-0.08	4	6.854752972	3.92	2.92	1.92	25.23831759	-1.0626	16.1402	61.084	3	2	0	0	0	0	0	0	2	2	2	1	0	0	0	10.84019487	0	0	0	0	0	0	0	0	0	0	0	6.544756406	6.606881965	0	5.106527395	0	0	0	5.733667477	0	13.15163837	0	0	0	5.733667477	0	0	0	18.25816577	0	0	0	0	0	0	0	46.25	0	0	0	0	0	0	0	0	0	13
48414956	1.473660723	4.28445705	3.309020915	3.309020915	2.27005561	1.65204574	1.65204574	1.084723626	1.084723626	0.341111516	0.341111516	0	0	0	0	0	6.103966388	6.544756406	0	0	6.9237372	0	0	10.84019487	1	-0.08	5	9.651484454	4.92	2.175102041	3.92	31.60325971	-0.6741	20.7352	75.111	3	2	0	0	0	0	0	0	2	2	2	1	0	0	0	10.84019487	0	0	0	0	0	0	0	0	0	0	6.9237372	6.544756406	6.103966388	0	5.106527395	0	0	0	5.733667477	13.02770359	6.544756406	0	0	0	5.733667477	0	0	0	17.75525019	0	0	6.9237372	0	0	0	0	46.25	0	0	0	0	0	0	0	0	0	14.83333333
48415103	1.522878745	3.535533906	3.236675415	3.236675415	2.5	2.077350269	2.077350269	1.319479217	1.319479217	0.827350269	0.827350269	0.510310363	0.510310363	0	0	0	0	0	13.21376393	12.84164325	0	0	0	4.736862954	1	-0.04	5	22.88643539	3.161612903	1.410312175	0.618363684	31.94179145	0.7968	20.053	72.107	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	4.736862954	0	0	0	0	0	0	0	0	0	0	12.84164325	13.21376393	0	1	4.736862954	0	0	0	0	12.84164325	13.21376393	0	0	0	0	0	0	0	13.21376393	4.736862954	0	12.84164325	0	0	0	0	9.23	0	0	0	0	0	0	0	0	0	9.5
48415071	1.559090918	3.414213562	2.654320377	2.654320377	1.914213562	1.28426697	1.28426697	0.511667274	0.511667274	0.158113883	0.158113883	0	0	0	0	0	0	6.420821623	0	0	0	12.99295851	0	5.261891555	0.666666667	-0.51	4	6.854752972	3.49	2.49	1.49	25.86171494	0.91998	15.904	55.08	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5.261891555	0	6.9237372	0	6.420821623	6.069221313	0	0	0	5.261891555	0	0	13.34455882	0	0	0	6.069221313	0	0	0	0	0	0	11.33111287	13.34455882	0	0	0	0	23.79	0	0	0	0	0	0	0	0	0	12
48414932	1.632644079	4.121320344	3.568533939	3.568533939	2.414213562	2.023334547	2.023334547	1.077160188	1.077160188	0.511667274	0.511667274	0.158113883	0.158113883	0	0	0	0	6.606881965	12.84164325	0	0	0	6.9237372	5.106527395	1	-0.04	5	11.2451125	4.96	3.96	3.96	32.62831112	0.7788	21.9938	74.123	1	1	0	0	0	0	0	0	1	1	1	2	0	0	0	5.106527395	0	0	0	0	0	0	0	0	0	13.34455882	6.420821623	6.606881965	0	0	5.106527395	0	0	0	0	19.76538045	6.606881965	0	0	0	0	0	0	0	11.71340936	0	0	19.76538045	0	0	0	0	20.23	0	0	0	0	0	0	0	0	0	12.5
48415090	1.638272164	5.112884175	4.77564072	4.77564072	3.39384685	2.786775909	2.786775909	2.053275925	2.053275925	1.34060155	1.34060155	0.776637963	0.776637963	0	0	0	0	0	13.08951281	13.08951281	0	0	17.26437032	0	1	-0.08	7	47.19725257	5.064508671	2.284554637	1.450252015	44.50288419	-0.4786	30.3667	100.165	1	2	0	1	1	0	0	0	2	1	2	0	0	1	1	10.21669833	0	0	0	0	0	0	0	0	0	0	7.047671983	26.17902562	0	1	0	0	0	10.21669833	0	0	33.22669761	0	0	0	5.316788604	0	0	0	38.12660734	0	0	0	0	0	0	0	15.27	0	0	0	0	0	0	0	0	0	12.5
48415414	1.647817482	10.00807169	7.740492406	8.556988987	6.112590865	4.260575502	4.668823793	2.735345829	3.100494201	1.998822095	2.439595171	1.302518936	1.764352869	0	9.589074368	0	18.23518108	18.2019497	0	9.799819462	0	13.8474744	0	12.21787344	0.625	-0.97	13	719.5183928	10.11312552	3.826027459	1.695755121	82.48950646	0.372	51.989	200.263	0	4	0	1	1	0	0	0	3	0	5	2	0	1	1	0	6.420821623	5.112436885	11.81435946	0	0	19.38889383	0	0	0	0	26.06534784	13.08951281	0	1	9.589074368	29.14466979	0	9.799819462	0	20.26829602	13.08951281	0	0	0	0	0	0	12.21787344	39.81612862	9.589074368	0	20.26829602	0	0	0	0	40.62	0	5.011203704	0	0	0	0	0	0	0	30.15546296
48415092	1.649751982	5.112884175	4.698670613	4.698670613	3.39384685	2.834933866	2.834933866	2.059295861	2.059295861	1.24509976	1.24509976	0.797693978	0.797693978	0	0	0	0	6.041840829	19.63426922	0	0	0	17.55731441	0	1	-0.08	7	47.19725257	5.064508671	2.284554637	1.450252015	44.2929127	-0.4323	30.3344	100.165	2	2	0	1	1	0	0	0	2	2	2	0	0	1	1	10.63357721	0	0	0	0	0	0	0	0	0	0	6.9237372	25.67611005	0	1	0	0	0	10.63357721	0	12.96557803	19.63426922	0	0	0	10.63357721	0	0	0	25.67611005	0	0	6.9237372	0	0	0	0	24.06	0	0	0	0	0	0	0	0	0	12.83333333
48415282	1.684029655	6.527097738	5.545316169	5.545316169	4.431851653	3.342261333	3.342261333	2.17762002	2.17762002	1.519932618	1.519932618	0.96619196	0.96619196	0	0	0	6.606881965	0	32.84803315	0	0	0	4.899909731	9.843390349	1	-0.12	9	145.1665367	6.992612613	3.82110705	2.301564122	55.2257431	-0.6891	34.3448	131.175	1	3	0	1	1	0	0	0	3	1	3	2	0	1	1	9.843390349	0	0	0	0	0	4.899909731	0	0	0	0	0	19.63426922	19.82064589	1	9.843390349	0	0	4.899909731	0	0	39.45491511	0	0	0	0	0	0	0	49.46135224	4.736862954	0	0	0	0	0	0	32.7	0	0	0	0	0	0	0	0	0	20.5
